[MARIO]
0	1900	0	1
[GOOMBA]

[KOOPA]
12	1504	320	53	2
12	1868	400	53	4
12	1990	336	53	2
[PIRANHA_PLANT]
[VENUS_FIRE_TRAP]
[BOOMERANG_BROTHER]
15	2096	368	57
[COIN]
4	336	304	32
4	352	304	32
4	368	304	32

4	416	272	32
4	432	272	32
4	448	272	32

4	768	304	32
4	784	304	32
4	800	304	32

4	848	272	32
4	864	272	32
4	880	272	32

4	1328	288	32
4	1344	288	32
4	1360	288	32

4	1504	272	32
4	1504	288	32
4	1504	304	32
4	1504	320	32
4	1504	336	32
4	1504	352	32
4	1504	368	32
4	1504	400	32

4	1888	304	32
4	1904	304	32
4	1920	304	32
[GROUND]
2	0	352	11	10	5	0
2	1920	400	11	8	2	0
2	1936	368	11	2	2	0
2	1968	368	11	3	2	0
2	2032	240	11	1	10	0
2	2064	416	11	32	1	0

[PIPE]
3	1936	336	14	1	1	2200	350	0
3	2192	384	14	2	0	0	0	0
[BRICK]
# BRONZE BRICK
1	224	352	13	4	0	0
1	240	352	13	4	0	0
1	256	352	13	4	0	0
1	272	352	13	4	0	0

1	384	336	13	4	0	0
1	400	336	13	4	0	0
1	416	336	13	4	0	0
1	432	336	13	4	0	0
1	448	336	13	4	0	0

1	608	288	13	4	0	0
1	624	288	13	4	0	0
1	640	288	13	4	1	1
1	656	288	13	4	0	0

1	640	368	13	4	0	0
1	656	368	13	4	0	0

1	752	320	13	4	0	0
1	752	352	13	4	0	0
1	752	368	13	4	0	0

1	768	368	13	4	0	0
1	784	368	13	4	0	0
1	800	368	13	4	0	0

1	864	336	13	4	0	0
1	864	352	13	4	0	0
1	864	368	13	4	0	0
1	864	384	13	4	0	0

1	880	384	13	4	0	0
1	896	384	13	4	0	0

1	944	336	13	4	0	0
1	944	352	13	4	0	0
1	960	352	13	4	1	1

1	960	400	13	4	0	0
1	976	400	13	4	0	0
1	992	400	13	4	0	0
1	1008	400	13	4	0	0

1	1008	352	13	4	2	5
1	1024	352	13	4	0	0
1	1040	352	13	4	0	0
1	1056	352	13	4	0	0
1	1072	352	13	4	0	0

1	1152	384	13	4	0	0
1	1168	384	13	4	0	0
1	1184	384	13	4	0	0
1	1200	384	13	4	0	0
1	1216	384	13	4	0	0

1	1184	304	13	4	0	0
1	1200	304	13	4	0	0
1	1216	304	13	4	0	0
1	1232	304	13	4	0	0

1	1264	368	13	4	0	0
1	1280	368	13	4	0	0

1	1392	304	13	4	0	0
1	1408	304	13	4	0	0
1	1424	304	13	4	0	0

1	1536	288	13	4	2	4
1	1536	304	13	4	0	0

1	1536	368	13	4	0	0
1	1536	384	13	4	0	0
1	1536	400	13	4	0	0

1	1552	400	13	4	0	0
1	1568	400	13	4	0	0
1	1584	400	13	4	0	0

1	1728	288	13	4	0	0
1	1728	304	13	4	0	0
1	1728	320	13	4	0	0

1	1776	368	13	4	0	0
1	1792	368	13	4	0	0
#1	1808	368	13	4	0	0
1	1808	368	13	4	2	10

[LAST_ITEM]
100	2449.5	336	33
[LIFT]
5	368	320	16
5	560	352	16
5	582	336	16
5	624	400	16
5	752	336	16
5	1088	384	16
5	1200	320	16
5	1376	352	16
5	1408	336	16
5	1552	304	16
5	1792	336	16
5	1764	384	16
5	1808	416	16
